stock_code,stock_name,current_price,ma10,ma20,ma60,vol_ma5,vol_ma20,day_change,month_change,score,selected,conditions,conditions_passed,reasons,data_count
000551,创元科技,21.0,17.694,16.402499999999996,15.824666666666667,62410093.0,29543747.2,1.7935046049442516,37.07571801566581,116.54084340902389,True,"[True, True, True]",3,"['价格在MA20附近 (21.00 > 15.09)', '成交量放大 2.11倍', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
000783,长江证券,10.54,9.281,8.4505,8.016,405147159.4,216125953.6,8.102564102564092,33.926302414231245,116.29740518962076,True,"[True, True, True]",3,"['价格在MA20附近 (10.54 > 7.77)', '成交量放大 1.87倍', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
601066,中信建投,30.01,28.310000000000002,26.714499999999997,23.845333333333333,122069915.8,72667587.4,3.2335741314069466,17.455968688845402,115.17054350257213,True,"[True, True, True]",3,"['价格在MA20附近 (30.01 > 24.58)', '成交量放大 1.68倍', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
600909,华安证券,12.22,10.849,9.161999999999999,7.117000000000002,430578592.8,311626660.2,9.990999099909992,64.24731182795699,114.34031192918364,True,"[True, True, True]",3,"['价格在MA20附近 (12.22 > 8.43)', '成交量放大 1.38倍', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
601995,中金公司,37.51,35.501,34.214499999999994,33.9655,49044635.8,31009298.7,3.7621023513139784,10.486008836524285,107.08711781071969,True,"[True, True, True]",3,"['价格在MA20附近 (37.51 > 31.48)', '成交量放大 1.58倍', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
600999,招商证券,22.94,20.419999999999998,18.948500000000003,17.11116666666667,182195835.2,126275483.0,8.720379146919433,32.52455228191798,106.81289995811701,True,"[True, True, True]",3,"['价格在MA20附近 (22.94 > 17.43)', '成交量放大 1.44倍', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
000776,广发证券,24.86,22.775,21.1465,20.1835,153548421.0,123819337.4,6.239316239316239,28.941908713692932,104.63398320410236,True,"[True, True, True]",3,"['价格在MA20附近 (24.86 > 19.45)', '成交量放大 1.24倍', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
600030,中信证券,29.47,28.219,27.078500000000002,26.46066666666667,314025796.2,250504205.9,2.575704838148263,15.117187499999996,97.27457106144969,True,"[True, True, True]",3,"['价格在MA20附近 (29.47 > 24.91)', '成交量放大 1.25倍', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
000571,新大洲A,6.64,6.148999999999999,5.805999999999999,5.689666666666667,43541767.8,36477800.15,4.897314375987349,14.28571428571428,93.34055890796179,True,"[True, True, True]",3,"['价格在MA20附近 (6.64 > 5.34)', '成交量放大 1.19倍', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
600906,财达证券,7.93,7.629999999999998,7.2415,6.690833333333334,147266568.2,135278607.75,6.300268096514738,16.275659824046905,88.7040727363308,True,"[True, True, True]",3,"['价格在MA20附近 (7.93 > 6.66)', '成交量放大 1.09倍', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
601211,国泰君安,19.12,17.969,17.432499999999997,16.5855,193359837.2,172261132.0,5.054945054945059,17.156862745098046,88.05628410358446,True,"[True, True, True]",3,"['价格在MA20附近 (19.12 > 16.04)', '成交量放大 1.12倍', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
000048,京基智农,22.5,20.952,18.817999999999998,16.087833333333336,27994484.4,32804628.25,1.856043458578549,56.35858234885336,87.97144840303748,True,"[True, False, True]",2,"['价格在MA20附近 (22.50 > 17.31)', '成交量未明显放大 (0.85倍)', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
