stock_code,stock_name,current_price,ma10,ma20,ma60,vol_ma5,vol_ma20,day_change,month_change,score,selected,conditions,conditions_passed,reasons,data_count
002916,深南电路,454.48,442.14,420.02349999999996,357.01466666666664,14292270.8,14070934.4,7.4166863625620305,21.84450402144773,90.46001844928874,True,"[True, False, True]",2,"['价格在MA20附近 (454.48 > 386.42)', '成交量未明显放大 (1.02倍)', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
300054,鼎龙股份,89.88,96.34400000000001,87.3045,71.44166666666666,63528000.8,56120937.15,-3.737817286066203,28.86021505376344,90.16178700571561,True,"[True, True, True]",3,"['价格在MA20附近 (89.88 > 80.32)', '成交量放大 1.13倍', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
301377,鼎泰高科,518.04,581.914,535.5255,351.5581666666667,6641854.4,5667500.45,-2.440677966101701,30.84791998181402,89.4710832583892,True,"[True, True, True]",3,"['价格在MA20附近 (518.04 > 492.68)', '成交量放大 1.17倍', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
002636,金安国纪,106.95,112.85999999999999,98.60849999999999,62.41116666666666,40572313.4,46131335.75,-4.149489155762676,83.88927097661625,89.27271294933867,True,"[True, False, True]",2,"['价格在MA20附近 (106.95 > 90.72)', '成交量未明显放大 (0.88倍)', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
600172,黄河旋风,16.86,16.862000000000002,14.793000000000001,11.804499999999999,221927963.6,240142914.4,-6.489184692179705,25.53983618763962,88.56537761023338,True,"[True, False, True]",2,"['价格在MA20附近 (16.86 > 13.61)', '成交量未明显放大 (0.92倍)', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
600497,驰宏锌锗,10.95,11.897,10.555,9.761333333333335,340817114.2,297977378.1,-5.846947549441117,22.483221476510074,87.43545963666165,True,"[True, True, True]",3,"['价格在MA20附近 (10.95 > 9.71)', '成交量放大 1.14倍', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
688048,长光华芯,410.6,429.65,394.8005,369.1971666666666,14423902.2,14019520.65,-4.289044289044286,11.391443531103329,87.24285758783813,True,"[True, False, True]",2,"['价格在MA20附近 (410.60 > 363.22)', '成交量未明显放大 (1.03倍)', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
300179,四方达,54.65,57.35699999999999,50.73049999999999,37.673,66078197.6,73049261.95,-5.039096437880097,15.052631578947363,84.01282085313089,True,"[True, False, True]",2,"['价格在MA20附近 (54.65 > 46.67)', '成交量未明显放大 (0.90倍)', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
688630,芯碁微装,480.32,509.1289999999999,465.7165,338.5333333333334,5975558.4,6259686.65,2.632478632478641,26.73350923482849,83.37652619141393,True,"[True, False, True]",2,"['价格在MA20附近 (480.32 > 428.46)', '成交量未明显放大 (0.95倍)', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
300903,科翔股份,95.9,103.60400000000001,90.75450000000001,68.11366666666666,21261164.8,25205128.05,5.153508771929838,33.00970873786409,83.15881296460329,True,"[True, False, True]",2,"['价格在MA20附近 (95.90 > 83.49)', '成交量未明显放大 (0.84倍)', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
301165,锐捷网络,94.89,74.28,67.77950000000001,82.09066666666666,31015287.4,16510521.1,11.307917888563047,48.82371392722711,83.1183406964657,True,"[True, True, True]",3,"['价格在MA20附近 (94.89 > 62.36)', '成交量放大 1.88倍', '趋势向上: MA10 > MA20, 价格 > MA60']",82
300570,太辰光,237.12,249.295,227.47899999999998,176.12816666666671,19601846.2,27956677.45,0.6067291781577611,40.824325929445315,81.92584661359294,True,"[True, False, True]",2,"['价格在MA20附近 (237.12 > 209.28)', '成交量未明显放大 (0.70倍)', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
301200,大族数控,343.0,357.34900000000005,326.171,255.42633333333336,4316997.2,4843251.1,-1.6064257028112539,23.737373737373744,81.85705859093098,True,"[True, False, True]",2,"['价格在MA20附近 (343.00 > 300.08)', '成交量未明显放大 (0.89倍)', '趋势向上: MA10 > MA20, MA20 > MA60, 价格 > MA60']",82
