ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600547.SH,20260105,39.45,40.2,38.73,40.19,38.71,1.4799999999999969,3.8233,57675136.0,2280558775.0
600547.SH,20260106,40.19,41.42,39.99,40.98,40.19,0.7899999999999991,1.9657,48172565.0,1967476532.0
600547.SH,20260107,40.99,41.2,40.13,41.09,40.98,0.11000000000000654,0.2684,51216501.0,2084649701.0
600547.SH,20260108,41.0,42.44,40.61,41.38,41.09,0.28999999999999915,0.7058,43279668.0,1789336800.0
600547.SH,20260109,41.0,44.12,40.95,43.76,41.38,2.3799999999999955,5.7516,54550076.0,2350506919.0
600547.SH,20260112,44.66,46.09,44.13,45.01,43.76,1.25,2.8565,53516687.0,2409194313.0
600547.SH,20260113,44.8,48.0,44.66,46.27,45.01,1.2600000000000051,2.7994,51658580.0,2400511184.0
600547.SH,20260114,46.8,47.3,45.91,46.35,46.27,0.0799999999999983,0.1729,48959871.0,2272964387.0
600547.SH,20260115,46.3,48.55,45.99,47.46,46.35,1.1099999999999994,2.3948,56697111.0,2690263487.0
600547.SH,20260116,47.0,47.91,45.5,45.94,47.46,-1.5200000000000031,-3.2027,51535526.0,2385849823.0
600547.SH,20260119,46.95,47.58,46.0,47.11,45.94,1.1700000000000017,2.5468,44933813.0,2107216988.0
600547.SH,20260120,47.11,48.04,45.1,47.57,47.11,0.46000000000000085,0.9764,57324701.0,2674891475.0
600547.SH,20260121,48.92,51.83,48.71,51.47,47.57,3.8999999999999986,8.1984,85440257.0,4280998971.0
600547.SH,20260122,49.4,50.89,48.75,50.49,51.47,-0.9799999999999969,-1.904,59985329.0,2990488459.0
600547.SH,20260123,52.49,53.26,50.31,50.7,50.49,0.21000000000000085,0.4159,71572244.0,3714210901.0
600547.SH,20260126,52.66,55.77,52.6,55.74,50.7,5.039999999999999,9.9408,94411579.0,5118795261.0
600547.SH,20260127,53.5,57.75,53.1,54.25,55.74,-1.490000000000002,-2.6731,101398364.0,5580874246.0
600547.SH,20260128,55.67,59.67,55.3,59.66,54.25,5.409999999999997,9.9724,129433568.0,7511574721.0
600547.SH,20260129,64.0,65.55,57.93,60.61,59.66,0.9500000000000028,1.5924,164451587.0,10229993979.0
600547.SH,20260130,56.05,57.5,54.55,54.55,60.61,-6.060000000000002,-9.9984,76927754.0,4281179955.0
600547.SH,20260202,49.1,49.1,49.1,49.1,54.55,-5.449999999999996,-9.9908,7436600.0,365137060.0
600547.SH,20260203,45.5,49.1,45.11,48.81,49.1,-0.28999999999999915,-0.5906,196135477.0,9091805882.0
600547.SH,20260204,49.0,49.0,46.98,47.69,48.81,-1.1200000000000045,-2.2946,99395882.0,4753513651.0
600547.SH,20260205,46.0,47.5,44.13,45.82,47.69,-1.8699999999999974,-3.9212,97631067.0,4454469934.0
600547.SH,20260206,44.0,45.58,42.85,44.97,45.82,-0.8500000000000014,-1.8551,85556076.0,3806457013.0
600547.SH,20260209,45.7,45.99,44.86,45.55,44.97,0.5799999999999983,1.2897,65189352.0,2964061461.0
600547.SH,20260210,45.65,45.88,44.98,45.2,45.55,-0.3499999999999943,-0.7684,41059493.0,1860536035.0
600547.SH,20260211,45.07,48.13,44.89,47.35,45.2,2.1499999999999986,4.7566,77530872.0,3634605873.0
600547.SH,20260212,47.0,48.55,46.75,46.95,47.35,-0.3999999999999986,-0.8448,46999354.0,2233168494.0
600547.SH,20260213,45.68,46.56,45.3,45.4,46.95,-1.5500000000000043,-3.3014,45884590.0,2103947326.0
600547.SH,20260224,47.25,47.67,46.8,47.04,45.4,1.6400000000000006,3.6123,69549493.0,3282650273.0
600547.SH,20260225,46.9,47.75,46.5,47.2,47.04,0.1600000000000037,0.3401,57726605.0,2725475950.0
600547.SH,20260226,47.2,47.34,46.33,46.6,47.2,-0.6000000000000014,-1.2712,40414166.0,1887024254.0
600547.SH,20260227,46.93,47.68,46.42,47.31,46.6,0.7100000000000009,1.5236,55841227.0,2635949288.0
600547.SH,20260302,49.0,52.04,47.43,52.03,47.31,4.719999999999999,9.9767,156807973.0,7750726514.0
600547.SH,20260303,50.99,53.5,49.35,50.27,52.03,-1.759999999999998,-3.3827,117625379.0,6003984232.0
600547.SH,20260304,47.22,48.97,47.2,47.97,50.27,-2.3000000000000043,-4.5753,71360838.0,3427329112.0
600547.SH,20260305,48.06,48.38,46.18,46.85,47.97,-1.1199999999999974,-2.3348,62667080.0,2939451979.0
600547.SH,20260306,45.9,46.67,45.34,46.02,46.85,-0.8299999999999983,-1.7716,44722671.0,2057467506.0
600547.SH,20260309,45.0,47.65,44.17,46.93,46.02,0.9099999999999966,1.9774,69375369.0,3182142924.0
600547.SH,20260310,47.6,47.96,46.7,47.42,46.93,0.490000000000002,1.0441,46342751.0,2188899719.0
600547.SH,20260311,48.0,48.33,46.9,47.23,47.42,-0.19000000000000483,-0.4007,32254871.0,1531829629.0
600547.SH,20260312,46.8,48.1,46.52,46.9,47.23,-0.3299999999999983,-0.6987,39647940.0,1870307946.0
600547.SH,20260313,46.56,47.75,46.28,46.51,46.9,-0.39000000000000057,-0.8316,44447942.0,2082039158.0
600547.SH,20260316,45.5,45.7,43.03,44.09,46.51,-2.4199999999999946,-5.2032,70271784.0,3098569120.0
600547.SH,20260317,44.09,45.67,43.99,44.5,44.09,0.4099999999999966,0.9299,48154006.0,2154628181.0
