date,p_open,p_high,p_low,volume,b_id,b_name,id,platform,quote_rate,p_close,p_prev_close,turnover,trade_date
2019-03-26,958.724,962.216,928.471,80067100000.0,883957,同花顺全A,3652,1,-2.604,930.734,955.618,767424000000.0,20190326
2019-03-27,935.754,938.832,917.465,66774500000.0,883957,同花顺全A,3653,1,0.6722,936.99,930.734,664487000000.0,20190327
2019-03-28,932.933,943.419,923.988,65228600000.0,883957,同花顺全A,3654,1,-1.3477,924.362,936.99,662723000000.0,20190328
2019-03-29,923.523,949.286,916.134,80613400000.0,883957,同花顺全A,3655,1,2.6963,949.286,924.362,833811000000.0,20190329
2019-04-01,955.222,983.48,955.222,100318000000.0,883957,同花顺全A,3656,1,3.6021,983.48,949.286,1042250000000.0,20190401
2019-04-02,988.721,997.178,982.987,100227000000.0,883957,同花顺全A,3657,1,0.6208,989.585,983.48,1037200000000.0,20190402
2019-04-03,985.185,1001.27,981.588,92072000000.0,883957,同花顺全A,3658,1,1.1736,1001.2,989.585,932816000000.0,20190403
2019-04-04,1005.54,1008.24,995.605,98028600000.0,883957,同花顺全A,3659,1,0.4087,1005.29,1001.2,1000230000000.0,20190404
2019-04-08,1011.94,1014.94,986.778,104731000000.0,883957,同花顺全A,3660,1,-0.3308,1001.97,1005.29,1065300000000.0,20190408
2019-04-09,999.723,1008.34,993.431,80200000000.0,883957,同花顺全A,3661,1,0.4793,1006.77,1001.97,837712000000.0,20190409
2019-04-10,1000.86,1014.16,993.714,85368200000.0,883957,同花顺全A,3662,1,-0.068,1006.08,1006.77,898183000000.0,20190410
2019-04-11,1005.94,1008.28,988.353,79657900000.0,883957,同花顺全A,3663,1,-1.7131,988.848,1006.08,816912000000.0,20190411
2019-04-12,987.096,992.335,980.55,65872700000.0,883957,同花顺全A,3664,1,-0.0165,988.685,988.848,655899000000.0,20190412
2019-04-15,999.366,1004.72,980.771,75062500000.0,883957,同花顺全A,3665,1,-0.7804,980.969,988.685,774685000000.0,20190415
2019-04-16,975.93,1000.43,968.367,76906200000.0,883957,同花顺全A,3666,1,1.9844,1000.43,980.969,790655000000.0,20190416
2019-04-17,1000.43,1013.85,999.216,80853600000.0,883957,同花顺全A,3667,1,0.8814,1009.25,1000.43,827443000000.0,20190417
2019-04-18,1008.64,1011.77,1001.05,74624000000.0,883957,同花顺全A,3668,1,-0.603,1003.17,1009.25,752004000000.0,20190418
2019-04-19,1001.54,1010.73,993.722,72413100000.0,883957,同花顺全A,3669,1,0.7536,1010.73,1003.17,720097000000.0,20190419
2019-04-22,1012.66,1013.12,995.269,78804700000.0,883957,同花顺全A,3670,1,-1.2415,998.179,1010.73,800707000000.0,20190422
2019-04-23,995.943,995.943,977.798,72991000000.0,883957,同花顺全A,3671,1,-1.826,979.952,998.179,731738000000.0,20190423
2019-04-24,980.509,989.421,970.63,64439500000.0,883957,同花顺全A,3672,1,0.9663,989.421,979.952,651029000000.0,20190424
2019-04-25,986.084,987.216,949.462,75482500000.0,883957,同花顺全A,3673,1,-4.0386,949.462,989.421,732444000000.0,20190425
2019-04-26,943.753,952.139,937.436,61956300000.0,883957,同花顺全A,3674,1,-1.2523,937.572,949.462,623378000000.0,20190426
2019-04-29,936.68,939.246,901.703,64769100000.0,883957,同花顺全A,3675,1,-3.6709,903.155,937.572,645038000000.0,20190429
2019-04-30,899.044,918.38,899.044,48303200000.0,883957,同花顺全A,3676,1,1.0876,912.978,903.155,494880000000.0,20190430
2019-05-06,884.195,884.692,839.011,67834900000.0,883957,同花顺全A,3677,1,-7.4417,845.037,912.978,655589000000.0,20190506
2019-05-07,848.453,861.951,842.421,54925300000.0,883957,同花顺全A,3678,1,1.5221,857.899,845.037,537356000000.0,20190507
2019-05-08,840.916,868.593,835.513,51930600000.0,883957,同花顺全A,3679,1,-0.1205,856.865,857.899,488037000000.0,20190508
2019-05-09,849.413,859.609,848.404,44443500000.0,883957,同花顺全A,3680,1,-0.8131,849.898,856.865,433615000000.0,20190509
2019-05-10,857.596,879.512,842.791,62833500000.0,883957,同花顺全A,3681,1,3.4844,879.512,849.898,609821000000.0,20190510
2019-05-13,870.752,878.971,867.883,48017800000.0,883957,同花顺全A,3682,1,-0.5663,874.531,879.512,466023000000.0,20190513
2019-05-14,863.096,876.375,862.297,46667600000.0,883957,同花顺全A,3683,1,-0.7419,868.043,874.531,455373000000.0,20190514
2019-05-15,874.809,887.867,874.268,51869000000.0,883957,同花顺全A,3684,1,2.181,886.975,868.043,512245000000.0,20190515
2019-05-16,886.912,895.246,885.89,55813000000.0,883957,同花顺全A,3685,1,0.7735,893.836,886.975,521786000000.0,20190516
2019-05-17,894.324,894.754,857.824,61170100000.0,883957,同花顺全A,3686,1,-3.5941,861.711,893.836,568244000000.0,20190517
2019-05-20,860.311,861.429,840.591,48379100000.0,883957,同花顺全A,3687,1,-0.4057,858.215,861.711,462168000000.0,20190520
2019-05-21,856.692,874.359,854.509,49844600000.0,883957,同花顺全A,3688,1,1.7343,873.099,858.215,479227000000.0,20190521
2019-05-22,872.942,876.796,862.095,48096100000.0,883957,同花顺全A,3689,1,-0.559,868.218,873.099,464970000000.0,20190522
2019-05-23,865.599,865.599,846.292,47600900000.0,883957,同花顺全A,3690,1,-2.2596,848.6,868.218,464456000000.0,20190523
2019-05-24,843.545,851.933,840.846,39544500000.0,883957,同花顺全A,3691,1,-0.6662,842.947,848.6,379719000000.0,20190524
2019-05-27,843.71,866.743,840.122,46540500000.0,883957,同花顺全A,3692,1,2.7327,865.982,842.947,451246000000.0,20190527
2019-05-28,866.454,876.268,863.883,49943100000.0,883957,同花顺全A,3693,1,0.1741,867.49,865.982,499227000000.0,20190528
2019-05-29,865.644,877.065,864.124,44667700000.0,883957,同花顺全A,3694,1,0.4518,871.409,867.49,445236000000.0,20190529
2019-05-30,868.453,868.453,855.707,46975500000.0,883957,同花顺全A,3695,1,-0.5819,866.338,871.409,453416000000.0,20190530
2019-05-31,866.263,874.871,864.031,44337300000.0,883957,同花顺全A,3696,1,0.1139,867.325,866.338,437019000000.0,20190531
2019-06-03,868.313,870.876,851.652,48908300000.0,883957,同花顺全A,3697,1,-1.4587,854.673,867.325,478937000000.0,20190603
2019-06-04,853.224,853.517,836.306,42691600000.0,883957,同花顺全A,3698,1,-1.58,841.169,854.673,422142000000.0,20190604
2019-06-05,848.102,850.77,840.792,40515400000.0,883957,同花顺全A,3699,1,0.1562,842.483,841.169,407386000000.0,20190605
2019-06-06,841.33,841.33,818.731,40718300000.0,883957,同花顺全A,3700,1,-2.4615,821.745,842.483,386008000000.0,20190606
2019-06-10,823.537,833.54,820.004,37161400000.0,883957,同花顺全A,3701,1,1.1359,831.079,821.745,366598000000.0,20190610
2019-06-11,832.23,861.203,831.499,57633100000.0,883957,同花顺全A,3702,1,3.6219,861.18,831.079,564979000000.0,20190611
2019-06-12,859.671,865.954,856.388,53534900000.0,883957,同花顺全A,3703,1,-0.3502,858.164,861.18,512848000000.0,20190612
2019-06-13,857.234,866.273,854.806,48118900000.0,883957,同花顺全A,3704,1,0.7527,864.623,858.164,449651000000.0,20190613
2019-06-14,865.38,866.706,845.068,48830200000.0,883957,同花顺全A,3705,1,-2.1682,845.876,864.623,448733000000.0,20190614
2019-06-17,845.172,850.306,842.517,35859300000.0,883957,同花顺全A,3706,1,0.0864,846.607,845.876,335514000000.0,20190617
2019-06-18,847.132,850.491,841.428,33916600000.0,883957,同花顺全A,3707,1,-0.038,846.285,846.607,319409000000.0,20190618
2019-06-19,863.177,867.1,857.91,49990500000.0,883957,同花顺全A,3708,1,1.4331,858.413,846.285,503515000000.0,20190619
2019-06-20,857.229,873.413,853.143,60575600000.0,883957,同花顺全A,3709,1,1.5202,871.463,858.413,602494000000.0,20190620
2019-06-21,880.136,891.01,880.136,63545300000.0,883957,同花顺全A,3710,1,1.9423,888.389,871.463,620610000000.0,20190621
2019-06-24,889.593,890.693,883.113,49409900000.0,883957,同花顺全A,3711,1,-0.0725,887.745,888.389,494478000000.0,20190624
2019-06-25,886.616,886.616,870.156,52059000000.0,883957,同花顺全A,3712,1,-0.9093,879.673,887.745,512052000000.0,20190625
2019-06-26,874.931,884.423,872.132,39570800000.0,883957,同花顺全A,3713,1,0.0053,879.72,879.673,391360000000.0,20190626
2019-06-27,881.264,888.735,881.179,45243100000.0,883957,同花顺全A,3714,1,0.6396,885.347,879.72,475133000000.0,20190627
2019-06-28,884.711,884.711,868.118,42273800000.0,883957,同花顺全A,3715,1,-1.3278,873.591,885.347,414742000000.0,20190628
2019-07-01,888.651,898.618,885.058,58683200000.0,883957,同花顺全A,3716,1,2.8648,898.618,873.591,613698000000.0,20190701
2019-07-02,898.538,901.212,895.886,51895800000.0,883957,同花顺全A,3717,1,0.0422,898.997,898.618,538063000000.0,20190702
2019-07-03,896.43,896.43,887.196,47034000000.0,883957,同花顺全A,3718,1,-0.9773,890.211,898.997,487394000000.0,20190703
2019-07-04,891.096,894.166,883.48,42611200000.0,883957,同花顺全A,3719,1,-0.3131,887.424,890.211,438310000000.0,20190704
2019-07-05,887.25,892.085,883.937,35296400000.0,883957,同花顺全A,3720,1,0.3634,890.649,887.424,373856000000.0,20190705
2019-07-08,887.856,887.856,856.908,46971100000.0,883957,同花顺全A,3721,1,-3.4593,859.839,890.649,467780000000.0,20190708
2019-07-09,858.708,863.985,853.668,33286400000.0,883957,同花顺全A,3722,1,0.3637,862.966,859.839,351558000000.0,20190709
2019-07-10,863.737,864.744,854.446,32196500000.0,883957,同花顺全A,3723,1,-0.6295,857.534,862.966,331021000000.0,20190710
2019-07-11,860.684,867.666,853.78,33324400000.0,883957,同花顺全A,3724,1,0.0648,858.09,857.534,348064000000.0,20190711
2019-07-12,858.564,862.136,853.101,32346800000.0,883957,同花顺全A,3725,1,0.2955,860.626,858.09,329387000000.0,20190712
2019-07-15,857.574,870.404,847.115,40867700000.0,883957,同花顺全A,3726,1,0.8988,868.361,860.626,421924000000.0,20190715
2019-07-16,867.344,871.205,866.02,34281400000.0,883957,同花顺全A,3727,1,0.3275,871.205,868.361,352280000000.0,20190716
2019-07-17,870.077,874.333,867.927,38426700000.0,883957,同花顺全A,3728,1,0.0064,871.261,871.205,381269000000.0,20190717
2019-07-18,867.24,867.24,855.614,37191200000.0,883957,同花顺全A,3729,1,-1.7959,855.614,871.261,362838000000.0,20190718
2019-07-19,857.344,867.568,857.344,34970500000.0,883957,同花顺全A,3730,1,0.5456,860.282,855.614,349816000000.0,20190719
2019-07-22,860.488,860.592,835.24,38277800000.0,883957,同花顺全A,3731,1,-2.8848,835.465,860.282,364985000000.0,20190722
2019-07-23,835.546,846.203,835.546,28985900000.0,883957,同花顺全A,3732,1,1.2853,846.203,835.465,300139000000.0,20190723
2019-07-24,848.329,860.925,848.324,36897500000.0,883957,同花顺全A,3733,1,1.3305,857.462,846.203,400168000000.0,20190724
2019-07-25,857.792,862.205,856.271,35789500000.0,883957,同花顺全A,3734,1,0.3314,860.304,857.462,399118000000.0,20190725
2019-07-26,858.362,861.602,856.427,32457900000.0,883957,同花顺全A,3735,1,0.0456,860.696,860.304,351393000000.0,20190726
2019-07-29,860.764,863.235,857.26,31414000000.0,883957,同花顺全A,3736,1,0.0051,860.74,860.696,343480000000.0,20190729
2019-07-30,860.804,869.409,860.799,35493300000.0,883957,同花顺全A,3737,1,0.5106,865.135,860.74,384106000000.0,20190730
2019-07-31,863.694,863.694,858.066,32569900000.0,883957,同花顺全A,3738,1,-0.6228,859.747,865.135,357116000000.0,20190731
2019-08-01,855.533,860.542,853.297,33116100000.0,883957,同花顺全A,3739,1,-0.2896,857.257,859.747,373775000000.0,20190801
2019-08-02,841.351,845.298,837.384,41275600000.0,883957,同花顺全A,3740,1,-1.5569,843.91,857.257,454444000000.0,20190802
2019-08-05,841.644,848.662,835.084,37078100000.0,883957,同花顺全A,3741,1,-1.0339,835.185,843.91,415870000000.0,20190805
2019-08-06,819.983,819.985,794.104,50362200000.0,883957,同花顺全A,3742,1,-2.863,811.274,835.185,522591000000.0,20190806
2019-08-07,815.604,817.713,808.964,34651200000.0,883957,同花顺全A,3743,1,-0.2847,808.964,811.274,376174000000.0,20190807
2019-08-08,811.167,815.84,811.027,32539500000.0,883957,同花顺全A,3744,1,0.5676,813.556,808.964,358706000000.0,20190808
2019-08-09,817.086,819.32,802.847,34271100000.0,883957,同花顺全A,3745,1,-1.1542,804.166,813.556,375557000000.0,20190809
2019-08-12,804.806,817.295,802.874,31487100000.0,883957,同花顺全A,3746,1,1.6326,817.295,804.166,359355000000.0,20190812
2019-08-13,811.443,813.587,809.068,30106700000.0,883957,同花顺全A,3747,1,-0.5236,813.016,817.295,337736000000.0,20190813
2019-08-14,821.874,824.914,817.024,35121900000.0,883957,同花顺全A,3748,1,0.617,818.032,813.016,402200000000.0,20190814
2019-08-15,799.611,820.561,796.442,36456800000.0,883957,同花顺全A,3749,1,0.3092,820.561,818.032,392924000000.0,20190815
2019-08-16,820.228,829.04,819.716,36900200000.0,883957,同花顺全A,3750,1,0.4432,824.198,820.561,430095000000.0,20190816
2019-08-19,830.893,848.982,830.893,51759700000.0,883957,同花顺全A,3751,1,3.007,848.982,824.198,580918000000.0,20190819
2019-08-20,850.42,856.18,849.089,48298700000.0,883957,同花顺全A,3752,1,0.2516,851.118,848.982,523376000000.0,20190820
2019-08-21,849.909,853.714,848.811,40773800000.0,883957,同花顺全A,3753,1,0.043,851.484,851.118,454247000000.0,20190821
2019-08-22,853.298,855.038,848.399,40610300000.0,883957,同花顺全A,3754,1,0.4174,855.038,851.484,440006000000.0,20190822
2019-08-23,855.145,857.445,850.435,42094000000.0,883957,同花顺全A,3755,1,-0.2902,852.557,855.038,469445000000.0,20190823
2019-08-26,835.188,848.744,833.647,42636200000.0,883957,同花顺全A,3756,1,-0.7121,846.486,852.557,459953000000.0,20190826
2019-08-27,850.55,864.555,850.55,51930200000.0,883957,同花顺全A,3757,1,1.8683,862.301,846.486,557766000000.0,20190827
2019-08-28,862.106,865.122,859.873,46853700000.0,883957,同花顺全A,3758,1,0.0189,862.464,862.301,493408000000.0,20190828
2019-08-29,863.414,865.942,860.289,45080100000.0,883957,同花顺全A,3759,1,-0.0772,861.798,862.464,477998000000.0,20190829
2019-08-30,865.141,866.322,845.75,50605200000.0,883957,同花顺全A,3760,1,-1.4412,849.378,861.798,554378000000.0,20190830
2019-09-02,849.66,869.702,849.66,50349500000.0,883957,同花顺全A,3761,1,2.363,869.449,849.378,552857000000.0,20190902
2019-09-03,870.835,875.566,869.255,49882800000.0,883957,同花顺全A,3762,1,0.7035,875.566,869.449,564227000000.0,20190903
2019-09-04,874.147,882.536,872.918,55566700000.0,883957,同花顺全A,3763,1,0.7961,882.536,875.566,605636000000.0,20190904
2019-09-05,886.851,899.519,886.59,73515400000.0,883957,同花顺全A,3764,1,0.9048,890.521,882.536,797077000000.0,20190905
2019-09-06,892.858,895.157,887.413,54778300000.0,883957,同花顺全A,3765,1,0.3912,894.005,890.521,632198000000.0,20190906
2019-09-09,901.107,912.322,897.93,62997800000.0,883957,同花顺全A,3766,1,2.0489,912.322,894.005,715769000000.0,20190909
2019-09-10,913.1,915.692,907.901,62155100000.0,883957,同花顺全A,3767,1,0.2581,914.677,912.322,696123000000.0,20190910
2019-09-11,916.84,917.706,909.155,57815800000.0,883957,同花顺全A,3768,1,-0.5576,909.577,914.677,641156000000.0,20190911
2019-09-12,911.418,915.967,907.279,48523100000.0,883957,同花顺全A,3769,1,0.6168,915.187,909.577,537131000000.0,20190912
2019-09-16,918.383,922.352,915.33,53819800000.0,883957,同花顺全A,3770,1,0.3981,918.83,915.187,580570000000.0,20190916
2019-09-17,917.33,917.33,894.978,55008100000.0,883957,同花顺全A,3771,1,-2.2097,898.527,918.83,585569000000.0,20190917
2019-09-18,899.792,902.877,897.232,42368000000.0,883957,同花顺全A,3772,1,0.1516,899.889,898.527,487041000000.0,20190918
2019-09-19,901.26,909.595,896.914,42749900000.0,883957,同花顺全A,3773,1,1.0786,909.595,899.889,491354000000.0,20190919
2019-09-20,910.835,913.961,907.726,46240300000.0,883957,同花顺全A,3774,1,0.0906,910.419,909.595,546112000000.0,20190920
2019-09-23,907.794,907.794,896.577,43905700000.0,883957,同花顺全A,3775,1,-0.8392,902.779,910.419,507886000000.0,20190923
2019-09-24,903.134,911.922,901.586,44762300000.0,883957,同花顺全A,3776,1,0.2643,905.165,902.779,547795000000.0,20190924
2019-09-25,901.287,901.287,888.358,45119400000.0,883957,同花顺全A,3777,1,-1.8568,888.358,905.165,523137000000.0,20190925
2019-09-26,889.635,891.266,863.926,47531800000.0,883957,同花顺全A,3778,1,-2.7502,863.926,888.358,536150000000.0,20190926
2019-09-27,863.375,874.548,863.375,34731700000.0,883957,同花顺全A,3779,1,0.9164,871.843,863.926,397350000000.0,20190927
2019-09-30,871.835,874.77,862.318,29914800000.0,883957,同花顺全A,3780,1,-1.0925,862.318,871.843,347124000000.0,20190930
2019-10-08,863.368,870.506,862.092,31392100000.0,883957,同花顺全A,3781,1,0.1415,863.538,862.318,372894000000.0,20191008
2019-10-09,860.588,871.75,856.187,31885700000.0,883957,同花顺全A,3782,1,0.951,871.75,863.538,365662000000.0,20191009
2019-10-10,872.402,882.625,871.379,35228400000.0,883957,同花顺全A,3783,1,1.2474,882.624,871.75,412450000000.0,20191010
2019-10-11,883.767,887.743,877.248,40439200000.0,883957,同花顺全A,3784,1,0.2067,884.448,882.624,456318000000.0,20191011
2019-10-14,890.623,899.618,890.109,49329300000.0,883957,同花顺全A,3785,1,1.5237,897.924,884.448,533629000000.0,20191014
2019-10-15,895.137,895.137,886.389,42145100000.0,883957,同花顺全A,3786,1,-1.0646,888.365,897.924,458327000000.0,20191015
2019-10-16,888.825,890.901,882.401,38278900000.0,883957,同花顺全A,3787,1,-0.6285,882.782,888.365,423293000000.0,20191016
2019-10-17,882.177,885.475,878.708,32893300000.0,883957,同花顺全A,3788,1,-0.1954,881.057,882.782,361087000000.0,20191017
2019-10-18,881.278,885.552,868.258,38756100000.0,883957,同花顺全A,3789,1,-1.1806,870.655,881.057,415414000000.0,20191018
2019-10-21,870.538,870.538,858.693,34170000000.0,883957,同花顺全A,3790,1,-0.4056,867.124,870.655,369756000000.0,20191021
2019-10-22,866.761,876.635,866.747,32420300000.0,883957,同花顺全A,3791,1,1.0968,876.635,867.124,356372000000.0,20191022
2019-10-23,876.593,877.553,870.262,33946700000.0,883957,同花顺全A,3792,1,-0.5002,872.25,876.635,367987000000.0,20191023
2019-10-24,871.11,873.972,866.0,33332600000.0,883957,同花顺全A,3793,1,-0.0808,871.545,872.25,360043000000.0,20191024
2019-10-25,870.772,877.793,865.807,36107900000.0,883957,同花顺全A,3794,1,0.5892,876.68,871.545,404002000000.0,20191025
2019-10-28,879.829,892.199,879.829,47141000000.0,883957,同花顺全A,3795,1,1.7702,892.199,876.68,518483000000.0,20191028
2019-10-29,892.18,892.218,879.219,48304300000.0,883957,同花顺全A,3796,1,-1.4548,879.219,892.199,533834000000.0,20191029
2019-10-30,875.648,875.65,865.955,42663700000.0,883957,同花顺全A,3797,1,-1.293,867.851,879.219,461293000000.0,20191030
2019-10-31,867.445,869.753,857.352,40227200000.0,883957,同花顺全A,3798,1,-1.1602,857.782,867.851,445999000000.0,20191031
2019-11-01,855.241,866.392,853.281,38516800000.0,883957,同花顺全A,3799,1,0.9621,866.035,857.782,432819000000.0,20191101
2019-11-04,867.568,872.743,867.437,40544000000.0,883957,同花顺全A,3800,1,0.2874,868.524,866.035,468694000000.0,20191104
2019-11-05,868.986,871.463,862.256,41690200000.0,883957,同花顺全A,3801,1,0.088,869.288,868.524,476667000000.0,20191105
2019-11-06,868.939,869.778,858.903,39580600000.0,883957,同花顺全A,3802,1,-0.8736,861.694,869.288,445326000000.0,20191106
2019-11-07,860.985,868.17,859.49,35177000000.0,883957,同花顺全A,3803,1,0.6477,867.275,861.694,394426000000.0,20191107
2019-11-08,870.803,873.722,864.882,38139300000.0,883957,同花顺全A,3804,1,-0.205,865.497,867.275,448398000000.0,20191108
2019-11-11,861.147,861.147,842.127,38848400000.0,883957,同花顺全A,3805,1,-2.5484,843.441,865.497,422551000000.0,20191111
2019-11-12,843.021,846.197,835.217,33504800000.0,883957,同花顺全A,3806,1,0.3266,846.196,843.441,364887000000.0,20191112
2019-11-13,845.367,845.872,839.665,31329300000.0,883957,同花顺全A,3807,1,-0.3531,843.208,846.196,359254000000.0,20191113
2019-11-14,842.908,849.985,842.15,33313500000.0,883957,同花顺全A,3808,1,0.5861,848.15,843.208,386859000000.0,20191114
2019-11-15,847.343,847.873,837.378,34793800000.0,883957,同花顺全A,3809,1,-1.2701,837.378,848.15,398410000000.0,20191115
2019-11-18,836.3,843.643,834.895,31545700000.0,883957,同花顺全A,3810,1,0.707,843.298,837.378,358191000000.0,20191118
2019-11-19,843.595,857.995,842.829,36095500000.0,883957,同花顺全A,3811,1,1.7428,857.995,843.298,416402000000.0,20191119
2019-11-20,857.851,859.424,851.691,36776300000.0,883957,同花顺全A,3812,1,-0.6126,852.739,857.995,424969000000.0,20191120
2019-11-21,849.958,855.107,848.2,32235300000.0,883957,同花顺全A,3813,1,-0.0348,852.442,852.739,358477000000.0,20191121
2019-11-22,853.097,860.654,841.424,40792400000.0,883957,同花顺全A,3814,1,-0.8147,845.497,852.442,469987000000.0,20191122
2019-11-25,845.068,845.607,836.426,40349200000.0,883957,同花顺全A,3815,1,-0.2857,843.081,845.497,419083000000.0,20191125
2019-11-26,843.192,845.259,840.143,37626200000.0,883957,同花顺全A,3816,1,-0.1479,841.834,843.081,388139000000.0,20191126
2019-11-27,840.738,844.313,837.365,33131300000.0,883957,同花顺全A,3817,1,-0.1271,840.764,841.834,353207000000.0,20191127
2019-11-28,839.887,843.726,836.703,30189000000.0,883957,同花顺全A,3818,1,-0.2906,838.321,840.764,317785000000.0,20191128
2019-11-29,838.01,840.094,832.65,30623400000.0,883957,同花顺全A,3819,1,0.1247,839.366,838.321,341065000000.0,20191129
2019-12-02,840.051,843.203,838.306,31343400000.0,883957,同花顺全A,3820,1,0.1277,840.438,839.366,341997000000.0,20191202
2019-12-03,837.331,845.613,834.74,31512900000.0,883957,同花顺全A,3821,1,0.6158,845.613,840.438,340419000000.0,20191203
2019-12-04,841.803,848.114,840.866,32677000000.0,883957,同花顺全A,3822,1,0.1688,847.04,845.613,353957000000.0,20191204
2019-12-05,848.253,855.917,848.253,37139700000.0,883957,同花顺全A,3823,1,0.98,855.341,847.04,422033000000.0,20191205
2019-12-06,855.512,860.819,853.799,36157000000.0,883957,同花顺全A,3824,1,0.6404,860.819,855.341,409377000000.0,20191206
2019-12-09,862.083,864.743,859.929,41488300000.0,883957,同花顺全A,3825,1,0.3475,863.81,860.819,459251000000.0,20191209
2019-12-10,862.267,868.32,860.539,41170200000.0,883957,同花顺全A,3826,1,0.5221,868.32,863.81,455678000000.0,20191210
2019-12-11,867.918,869.203,863.676,42964100000.0,883957,同花顺全A,3827,1,-0.2474,866.172,868.32,462000000000.0,20191211
2019-12-12,865.811,868.569,863.69,40593900000.0,883957,同花顺全A,3828,1,-0.2342,864.143,866.172,447426000000.0,20191212
2019-12-13,868.617,874.233,867.871,50476500000.0,883957,同花顺全A,3829,1,1.1348,873.949,864.143,564200000000.0,20191213
2019-12-16,876.451,888.119,875.517,56262500000.0,883957,同花顺全A,3830,1,1.6214,888.119,873.949,621061000000.0,20191216
2019-12-17,888.671,901.384,888.074,71689600000.0,883957,同花顺全A,3831,1,1.2709,899.406,888.119,750548000000.0,20191217
2019-12-18,899.395,905.728,898.869,62301300000.0,883957,同花顺全A,3832,1,0.2986,902.092,899.406,667139000000.0,20191218
2019-12-19,902.335,909.218,901.815,55545600000.0,883957,同花顺全A,3833,1,0.6492,907.948,902.092,576963000000.0,20191219
2019-12-20,908.69,910.83,900.315,55961600000.0,883957,同花顺全A,3834,1,-0.8407,900.315,907.948,569675000000.0,20191220
2019-12-23,897.984,898.96,881.491,51335000000.0,883957,同花顺全A,3835,1,-2.0567,881.798,900.315,534134000000.0,20191223
2019-12-24,883.149,896.015,883.149,42658700000.0,883957,同花顺全A,3836,1,1.6123,896.015,881.798,441382000000.0,20191224
2019-12-25,895.66,900.703,893.946,46335000000.0,883957,同花顺全A,3837,1,0.3017,898.718,896.015,502133000000.0,20191225
2019-12-26,898.398,906.519,898.271,47309000000.0,883957,同花顺全A,3838,1,0.868,906.519,898.718,501396000000.0,20191226
2019-12-27,907.443,912.553,900.438,59686500000.0,883957,同花顺全A,3839,1,-0.6137,900.956,906.519,630569000000.0,20191227
2019-12-30,896.639,905.098,886.4,56846200000.0,883957,同花顺全A,3840,1,0.4597,905.098,900.956,609943000000.0,20191230
2019-12-31,904.281,910.241,903.544,49858300000.0,883957,同花顺全A,3841,1,0.5679,910.238,905.098,531653000000.0,20191231
2020-01-02,916.0,927.425,914.415,68376500000.0,883957,同花顺全A,3200,1,1.84,926.986,910.238,748824000000.0,20200102
2020-01-03,928.6,933.556,926.116,63336000000.0,883957,同花顺全A,3201,1,0.5334,931.931,926.986,694213000000.0,20200103
2020-01-06,927.7,944.276,925.279,75047900000.0,883957,同花顺全A,3202,1,0.7243,938.681,931.931,802186000000.0,20200106
2020-01-07,939.604,951.351,939.604,68982800000.0,883957,同花顺全A,3203,1,1.3498,951.351,938.681,730670000000.0,20200107
2020-01-08,947.966,952.085,936.334,75970200000.0,883957,同花顺全A,3204,1,-1.3286,938.711,951.351,779025000000.0,20200108
2020-01-09,945.016,952.964,945.016,63926000000.0,883957,同花顺全A,3205,1,1.5184,952.964,938.711,706403000000.0,20200109
2020-01-10,955.363,956.076,946.41,56499000000.0,883957,同花顺全A,3206,1,-0.264,950.448,952.964,639960000000.0,20200110
2020-01-13,949.646,959.953,944.38,55475700000.0,883957,同花顺全A,3207,1,1.0001,959.953,950.448,667290000000.0,20200113
2020-01-14,962.009,964.353,959.731,60494300000.0,883957,同花顺全A,3208,1,0.024,960.183,959.953,700214000000.0,20200114
2020-01-15,958.626,959.643,950.169,53142400000.0,883957,同花顺全A,3209,1,-0.4886,955.492,960.183,610210000000.0,20200115
2020-01-16,956.236,958.09,950.558,50625100000.0,883957,同花顺全A,3210,1,-0.3711,951.946,955.492,603130000000.0,20200116
2020-01-17,953.696,956.562,947.882,48569300000.0,883957,同花顺全A,3211,1,-0.2588,949.482,951.946,600227000000.0,20200117
2020-01-20,949.928,958.12,945.571,53955500000.0,883957,同花顺全A,3212,1,0.9098,958.12,949.482,676353000000.0,20200120
2020-01-21,956.621,956.621,946.757,57113800000.0,883957,同花顺全A,3213,1,-1.186,946.757,958.12,687717000000.0,20200121
2020-01-22,942.471,950.721,928.664,57389500000.0,883957,同花顺全A,3214,1,0.0522,947.251,946.757,704984000000.0,20200122
2020-01-23,938.776,943.725,907.07,67367600000.0,883957,同花顺全A,3215,1,-3.4124,914.927,947.251,804860000000.0,20200123
2020-02-03,831.525,837.184,831.352,41039500000.0,883957,同花顺全A,3216,1,-8.8472,833.982,914.927,518864000000.0,20200203
2020-02-04,786.699,832.501,786.699,87461600000.0,883957,同花顺全A,3217,1,-0.5221,829.628,833.982,909615000000.0,20200204
2020-02-05,832.925,860.311,832.925,76326000000.0,883957,同花顺全A,3218,1,2.7123,852.13,829.628,868981000000.0,20200205
2020-02-06,853.886,877.838,849.093,79658000000.0,883957,同花顺全A,3219,1,2.6111,874.38,852.13,911071000000.0,20200206
2020-02-07,876.083,885.021,867.855,79850200000.0,883957,同花顺全A,3220,1,1.217,885.021,874.38,929265000000.0,20200207
2020-02-10,884.681,899.284,882.843,76515500000.0,883957,同花顺全A,3221,1,1.5991,899.173,885.021,885466000000.0,20200210
